rating,date,variation,verified_reviews,feedback,lower_text,rem_numbers,no_punct,tokens,rem_stopwords,lemmatized
5,30-Jul-18,Black  Dot,Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,Positive,love alexa!!  i own 2 and gave one for a gift which was a huge hit!,love alexa!!  i own  and gave one for a gift which was a huge hit!,love alexa  i own  and gave one for a gift which was a huge hit,"['love', 'alexa', 'i', 'own', 'and', 'gave', 'one', 'for', 'a', 'gift', 'which', 'was', 'a', 'huge', 'hit']","['love', 'alexa', 'gave', 'one', 'gift', 'huge', 'hit']","['love', 'alexa', 'give', 'one', 'gift', 'huge', 'hit']"
5,30-Jul-18,White  Dot,as expected,Positive,as expected,as expected,as expected,"['as', 'expected']",['expected'],['expect']
1,30-Jul-18,Black  Dot,I didn’t order it,Negative,i didn’t order it,i didn’t order it,i didn’t order it,"['i', 'didn', '’', 't', 'order', 'it']","['’', 'order']","['’', 'order']"
5,30-Jul-18,Black  Dot,"I love this technology. I'm older, but this is so easy to set up and use. I have the dot in my bedroom and use it for everything I use my echo for which is in the living room.",Positive,"i love this technology. i'm older, but this is so easy to set up and use. i have the dot in my bedroom and use it for everything i use my echo for which is in the living room.","i love this technology. i'm older, but this is so easy to set up and use. i have the dot in my bedroom and use it for everything i use my echo for which is in the living room.",i love this technology im older but this is so easy to set up and use i have the dot in my bedroom and use it for everything i use my echo for which is in the living room,"['i', 'love', 'this', 'technology', 'im', 'older', 'but', 'this', 'is', 'so', 'easy', 'to', 'set', 'up', 'and', 'use', 'i', 'have', 'the', 'dot', 'in', 'my', 'bedroom', 'and', 'use', 'it', 'for', 'everything', 'i', 'use', 'my', 'echo', 'for', 'which', 'is', 'in', 'the', 'living', 'room']","['love', 'technology', 'im', 'older', 'easy', 'set', 'use', 'dot', 'bedroom', 'use', 'everything', 'use', 'echo', 'living', 'room']","['love', 'technology', 'im', 'old', 'easy', 'set', 'use', 'dot', 'bedroom', 'use', 'everything', 'use', 'echo', 'living', 'room']"
5,30-Jul-18,White  Dot,Use as my 3rd dot. Bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,Positive,use as my 3rd dot. bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,use as my rd dot. bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,use as my rd dot bought so my husband would be able to contact someone if he falls and doesnt have access to phone,"['use', 'as', 'my', 'rd', 'dot', 'bought', 'so', 'my', 'husband', 'would', 'be', 'able', 'to', 'contact', 'someone', 'if', 'he', 'falls', 'and', 'doesnt', 'have', 'access', 'to', 'phone']","['use', 'rd', 'dot', 'bought', 'husband', 'would', 'able', 'contact', 'someone', 'falls', 'doesnt', 'access', 'phone']","['use', 'rd', 'dot', 'bought', 'husband', 'would', 'able', 'contact', 'someone', 'fall', 'doesnt', 'access', 'phone']"
5,30-Jul-18,Black  Dot,Amazing product. Still learnimg all the things it can do,Positive,amazing product. still learnimg all the things it can do,amazing product. still learnimg all the things it can do,amazing product still learnimg all the things it can do,"['amazing', 'product', 'still', 'learnimg', 'all', 'the', 'things', 'it', 'can', 'do']","['amazing', 'product', 'still', 'learnimg', 'things']","['amaze', 'product', 'still', 'learnimg', 'thing']"
5,30-Jul-18,Black  Dot,"Does what I expected, and more.",Positive,"does what i expected, and more.","does what i expected, and more.",does what i expected and more,"['does', 'what', 'i', 'expected', 'and', 'more']",['expected'],['expect']
1,30-Jul-18,White  Dot,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.,Negative,the product sounded the same as the emoji speaker from five below my sister has ... and even that one has bluetooth and doesn’t need to be plugged in. the only good thing about this is that you can speak to it.,the product sounded the same as the emoji speaker from five below my sister has ... and even that one has bluetooth and doesn’t need to be plugged in. the only good thing about this is that you can speak to it.,the product sounded the same as the emoji speaker from five below my sister has  and even that one has bluetooth and doesn’t need to be plugged in the only good thing about this is that you can speak to it,"['the', 'product', 'sounded', 'the', 'same', 'as', 'the', 'emoji', 'speaker', 'from', 'five', 'below', 'my', 'sister', 'has', 'and', 'even', 'that', 'one', 'has', 'bluetooth', 'and', 'doesn', '’', 't', 'need', 'to', 'be', 'plugged', 'in', 'the', 'only', 'good', 'thing', 'about', 'this', 'is', 'that', 'you', 'can', 'speak', 'to', 'it']","['product', 'sounded', 'emoji', 'speaker', 'five', 'sister', 'even', 'one', 'bluetooth', '’', 'need', 'plugged', 'good', 'thing', 'speak']","['product', 'sound', 'emoji', 'speaker', 'five', 'sister', 'even', 'one', 'bluetooth', '’', 'need', 'plug', 'good', 'thing', 'speak']"
5,30-Jul-18,Black  Dot,I have a friend now.,Positive,i have a friend now.,i have a friend now.,i have a friend now,"['i', 'have', 'a', 'friend', 'now']",['friend'],['friend']
5,30-Jul-18,White  Dot,It’s easier to do things with it,Positive,it’s easier to do things with it,it’s easier to do things with it,it’s easier to do things with it,"['it', '’', 's', 'easier', 'to', 'do', 'things', 'with', 'it']","['’', 'easier', 'things']","['’', 'easy', 'thing']"
4,30-Jul-18,Black  Dot,Good device,Positive,good device,good device,good device,"['good', 'device']","['good', 'device']","['good', 'device']"
4,30-Jul-18,Black  Dot,"Overall love it. There are just some commands which aren't effective. It may be part user error or ""Alexa"" becoming accustom to what is being asked.",Positive,"overall love it. there are just some commands which aren't effective. it may be part user error or ""alexa"" becoming accustom to what is being asked.","overall love it. there are just some commands which aren't effective. it may be part user error or ""alexa"" becoming accustom to what is being asked.",overall love it there are just some commands which arent effective it may be part user error or alexa becoming accustom to what is being asked,"['overall', 'love', 'it', 'there', 'are', 'just', 'some', 'commands', 'which', 'arent', 'effective', 'it', 'may', 'be', 'part', 'user', 'error', 'or', 'alexa', 'becoming', 'accustom', 'to', 'what', 'is', 'being', 'asked']","['overall', 'love', 'commands', 'arent', 'effective', 'may', 'part', 'user', 'error', 'alexa', 'becoming', 'accustom', 'asked']","['overall', 'love', 'command', 'arent', 'effective', 'may', 'part', 'user', 'error', 'alexa', 'become', 'accustom', 'ask']"
5,30-Jul-18,Black  Dot,"these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without alexa for the variety of functions that she performs.",Positive,"these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without alexa for the variety of functions that she performs.","these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without alexa for the variety of functions that she performs.",these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house lol we wouldnt be without alexa for the variety of functions that she performs,"['these', 'are', 'additional', 'alexa', 'based', 'devices', 'to', 'make', 'access', 'better', 'from', 'other', 'parts', 'of', 'our', 'homes', 'rather', 'than', 'trying', 'to', 'shout', 'questions', 'or', 'instructions', 'through', 'out', 'the', 'house', 'lol', 'we', 'wouldnt', 'be', 'without', 'alexa', 'for', 'the', 'variety', 'of', 'functions', 'that', 'she', 'performs']","['additional', 'alexa', 'based', 'devices', 'make', 'access', 'better', 'parts', 'homes', 'rather', 'trying', 'shout', 'questions', 'instructions', 'house', 'lol', 'wouldnt', 'without', 'alexa', 'variety', 'functions', 'performs']","['additional', 'alexa', 'base', 'device', 'make', 'access', 'well', 'part', 'home', 'rather', 'try', 'shout', 'question', 'instruction', 'house', 'lol', 'wouldnt', 'without', 'alexa', 'variety', 'function', 'performs']"
5,30-Jul-18,White  Dot,"Works great, love the fact you can play the same music on a group of devices.",Positive,"works great, love the fact you can play the same music on a group of devices.","works great, love the fact you can play the same music on a group of devices.",works great love the fact you can play the same music on a group of devices,"['works', 'great', 'love', 'the', 'fact', 'you', 'can', 'play', 'the', 'same', 'music', 'on', 'a', 'group', 'of', 'devices']","['works', 'great', 'love', 'fact', 'play', 'music', 'group', 'devices']","['work', 'great', 'love', 'fact', 'play', 'music', 'group', 'device']"
5,30-Jul-18,Black  Dot,"I love it, it is just what I thought it would be!!!  I'm addicted!",Positive,"i love it, it is just what i thought it would be!!!  i'm addicted!","i love it, it is just what i thought it would be!!!  i'm addicted!",i love it it is just what i thought it would be  im addicted,"['i', 'love', 'it', 'it', 'is', 'just', 'what', 'i', 'thought', 'it', 'would', 'be', 'im', 'addicted']","['love', 'thought', 'would', 'im', 'addicted']","['love', 'thought', 'would', 'im', 'addict']"
5,30-Jul-18,Black  Dot,"Works beautifully, excellent sound.",Positive,"works beautifully, excellent sound.","works beautifully, excellent sound.",works beautifully excellent sound,"['works', 'beautifully', 'excellent', 'sound']","['works', 'beautifully', 'excellent', 'sound']","['work', 'beautifully', 'excellent', 'sound']"
5,30-Jul-18,White  Dot,Still learning everything she can do.  Good for a room.  Volume is pretty good without an additional speaker,Positive,still learning everything she can do.  good for a room.  volume is pretty good without an additional speaker,still learning everything she can do.  good for a room.  volume is pretty good without an additional speaker,still learning everything she can do  good for a room  volume is pretty good without an additional speaker,"['still', 'learning', 'everything', 'she', 'can', 'do', 'good', 'for', 'a', 'room', 'volume', 'is', 'pretty', 'good', 'without', 'an', 'additional', 'speaker']","['still', 'learning', 'everything', 'good', 'room', 'volume', 'pretty', 'good', 'without', 'additional', 'speaker']","['still', 'learn', 'everything', 'good', 'room', 'volume', 'pretty', 'good', 'without', 'additional', 'speaker']"
5,30-Jul-18,Black  Dot,neat tool we enjoy it with the family,Positive,neat tool we enjoy it with the family,neat tool we enjoy it with the family,neat tool we enjoy it with the family,"['neat', 'tool', 'we', 'enjoy', 'it', 'with', 'the', 'family']","['neat', 'tool', 'enjoy', 'family']","['neat', 'tool', 'enjoy', 'family']"
5,30-Jul-18,Black  Dot,Easy to connect and the skills created for our Echo 2nd Gen worked fine with the Dot.,Positive,easy to connect and the skills created for our echo 2nd gen worked fine with the dot.,easy to connect and the skills created for our echo nd gen worked fine with the dot.,easy to connect and the skills created for our echo nd gen worked fine with the dot,"['easy', 'to', 'connect', 'and', 'the', 'skills', 'created', 'for', 'our', 'echo', 'nd', 'gen', 'worked', 'fine', 'with', 'the', 'dot']","['easy', 'connect', 'skills', 'created', 'echo', 'nd', 'gen', 'worked', 'fine', 'dot']","['easy', 'connect', 'skill', 'create', 'echo', 'nd', 'gen', 'work', 'fine', 'dot']"
